,sentence,author
4693,"The richer Pa grew the poorer was Frank; so at last Pa wouldn’t hear of our engagement lasting any longer, and he took me away to ’Frisco.",Doyle
4694,“This was not the bird that I was looking for.”,Doyle
4695,"As to the photograph, your client may rest in     peace.",Doyle
4696,For a moment I wished that I were armed.,Doyle
4697,"""Do none suggest themselves?",Doyle
4698,“Only as a name.”,Doyle
4699,"And the look of it—the great staring goggle eyes, and the line of white teeth like a hungry beast.",Doyle
4700,I am glad to have a friend with whom I can discuss my results.,Doyle
4701,"We know at least that he came so far in safety.""",Doyle
4702,"""Now, you will observe that he could not have been on the staff of the hospital, since only a man well-established in a London practice could hold such a position, and such a one would not drift into the country.",Doyle
4703,“I have my old service revolver and a few cartridges.”,Doyle
4704,"“Oh, so so.",Doyle
4705,"""Is that convenient to you, Watson?""",Doyle
4706,"“He seems a very amiable person,” said Holmes, laughing.",Doyle
4707,On another occasion an old white-haired gentleman had an interview with my companion; and on another a railway porter in his velveteen uniform.,Doyle
4708,Who do you give your casting vote to?”,Doyle
4709,"“He was in the house about half an hour, and I could catch glimpses of him in the windows of the sitting-room, pacing up and down, talking excitedly, and waving his arms.",Doyle
4710,"“Well, you can ask the King of Proosia, for all I care.",Doyle
4711,"I leave my estate, with all its advantages and all its disadvantages, to my brother, your father, whence it will, no doubt, descend to you.",Doyle
4712,"He had been out with his serving-man in the morning at Ross, and he had told the man that he must hurry, as he had an appointment of importance to keep at three.",Doyle
4713,"Oh, how simple it would all have been had I been here before they came like a herd of buffalo and wallowed all over it.",Doyle
4714,Holmes snorted his contempt.,Doyle
4715,Would you mind getting that orchid for me among the mares-tails yonder?,Doyle
4716,A minute later we were both in the area.,Doyle
4717,"Holmes refused to examine the third chamber, so we passed at once to the second, that in which Miss Stoner was now sleeping, and in which her sister had met with her fate.",Doyle
4718,"His plans were suddenly brought to a head by his knowledge that Sir Charles was about to leave the Hall on the advice of Dr. Mortimer, with whose opinion he himself pretended to coincide.",Doyle
4719,I asked.,Doyle
4720,"“Oh, _Dio mio_, you have killed him!”",Doyle
4721,I asked.,Doyle
4722,"“As to the letters,” he continued, glancing over them, “they are very commonplace.",Doyle
4723,My eyes have been trained to examine faces and not their trimmings.,Doyle
4724,There only remains one difficulty.,Doyle
4725,“Good-evening.,Doyle
4726,"It was a clumsy introduction, and the lady made me feel it.",Doyle
4727,"Two in two days, and many more, perhaps, for they get in the way of going there in the dry weather, and never know the difference until the mire has them in its clutches.",Doyle
4728,"“I let you know, then, that I have caught him!”",Doyle
4729,Why should he change his name in a country where no one knew his original one?,Doyle
4730,I should be delighted to look into any problem which you might submit to me.”,Doyle
4731,"“If I didn’t dare things, mister, I wouldn’t be in your service.",Doyle
4732,This man Small is a pretty shrewd fellow.,Doyle
4733,"As to your practice, if a gentleman walks into my rooms smelling of iodoform, with a black mark of nitrate of silver upon his right forefinger, and a bulge on the right side of his top-hat to show where he has secreted his stethoscope, I must be dull, indeed, if I do not pronounce him to be an active member of the medical profession.”",Doyle
4734,"On the edge of a jutting pinnacle, three or four hundred feet above him, there stood a creature somewhat resembling a sheep in appearance, but armed with a pair of gigantic horns.",Doyle
4735,"""Pray take a seat, Sir Henry.",Doyle
4736,"There are several points upon which we still want light--but it is coming all the same.""",Doyle
4737,"With your permission, Mr. Holder, I shall now continue my investigations outside.”",Doyle
4738,"The last remark was addressed to Von Bork himself, who after much gasping and blinking had lain quietly listening to Holmes’s statement.",Doyle
4739,There is an excellent archway down yonder in case a too zealous policeman should intrude.,Doyle
4740,“And there was nothing else?”,Doyle
4741,In his eyes she eclipses and predominates the whole of her sex.,Doyle
4742,"“I may say in answer to your original question that I have not cleared my mind entirely on the subject of this case, but that I have every hope of reaching some conclusion.",Doyle
4743,"“The gas was half up, as I had left it, and my unhappy boy, dressed only in his shirt and trousers, was standing beside the light, holding the coronet in his hands.",Doyle
4744,"They were the only signs of human life which I could see, save only those prehistoric huts which lay thickly upon the slopes of the hills.",Doyle
4745,"The thought had hardly passed through my mind when the man whom we were watching caught sight of the number on our door, and ran rapidly across the roadway.",Doyle
4746,“Yes.”,Doyle
4747,"Sir Charles was a retiring man, but the chance of his illness brought us together, and a community of interests in science kept us so.",Doyle
4748,"My son is on leave just now, but I did not tell him anything of all this, for his temper is violent, and he is passionately fond of his sister.",Doyle
4749,"I may add that the papers were undoubtedly in the office during working hours on Monday, and that Sir James left for London about three o’clock taking his key with him.",Doyle
4750,In our code everything likely to come up is named after some spare part.,Doyle
4751,"Could you swear to that man's face within the cab?""",Doyle
4752,Do nothing rash.,Doyle
4753,"Then another and yet another, coming nearer and nearer.",Doyle
4754,"You will find us there, on our way to the station.”",Doyle
4755,Then I walked home.,Doyle
4756,"""There are many sheep-dogs on the moor?""",Doyle
4757,It will be a clear night and plenty of light.,Doyle
4758,"“Apparently,” said I as I read the following report:  “Great excitement was caused in Esher and the neighbouring district when it was learned late last night that an arrest had been effected in connection with the Oxshott murder.",Doyle
4759,The sum was fifty pounds.”,Doyle
4760,"By the method of exclusion, I had arrived at this result, for no other hypothesis would meet the facts.",Doyle
4761,She had helped Mrs. Shlessinger in the nursing of the convalescent saint.,Doyle
4762,“Of what?”,Doyle
4763,"""Did Barrymore profit at all by Sir Charles's will?"" asked Holmes.",Doyle
4764,"Therefore, she must not be released.",Doyle
4765,"It was 11, Rue de Trajan, Montpellier.",Doyle
4766,"My pence were duly paid, and the rest is familiar to you.",Doyle
4767,"“In San Francisco, a year ago.”",Doyle
4768,He must be near his light.,Doyle
4769,"“It won’t do, Watson!” said he with a laugh.",Doyle
4770,“Then I fail to follow your Majesty.,Doyle
4771,"I tried to read, but my thoughts would wander off to our strange quest and to the ill-assorted and villainous pair whom we were pursuing.",Doyle
4772,“What can it mean?”,Doyle
4773,"“The warning was no idle one, for two nights later I happened to look out of my bedroom window about two o’clock in the morning.",Doyle
4774,"“In short, that she had become suddenly deranged?”",Doyle
4775,“You did not overhear what they said?”,Doyle
4776,"A top hat, well brushed and trim, was placed upon the floor beside him.",Doyle
4777,"""They'll find they've started in to monkey with the wrong man unless they are careful.",Doyle
4778,“‘Very good.’,Doyle
4779,"Those, I think, were the main points of my analysis.”",Doyle
4780,"Then there was Mason of Bradford, and the notorious Muller, and Lefevre of Montpellier, and Samson of New Orleans.",Doyle
4781,"He had stayed at the boarding-house of Madame Charpentier, in Torquay Terrace, Camberwell.",Doyle
4782,Dead stop.,Doyle
4783,"“No, the debt is not to me.",Doyle
4784,"""Because this stick, though originally a very handsome one has been so knocked about that I can hardly imagine a town practitioner carrying it.",Doyle
